"pwsid","category","hh_use","service","commodity_unit_price"
"TX0070004","outside",10000,"sewer",0.85
"TX0070004","outside",11000,"sewer",1.05
"TX0070004","outside",12000,"sewer",1.21
"TX0070004","outside",13000,"sewer",1.35
"TX0070004","outside",14000,"sewer",1.46
"TX0070004","outside",15000,"sewer",1.57
"TX0070004","outside",16000,"sewer",1.66
"TX0070004","outside",0,"water",0
"TX0070004","outside",1000,"water",0
"TX0070004","outside",2000,"water",0
"TX0070004","outside",3000,"water",0
"TX0070004","outside",4000,"water",0.56
"TX0070004","outside",5000,"water",0.9
"TX0070004","outside",6000,"water",1.12
"TX0070004","outside",7000,"water",1.29
"TX0070004","outside",8000,"water",1.41
"TX0070004","outside",9000,"water",1.5
"TX0070004","outside",10000,"water",1.57
"TX0070004","outside",11000,"water",2.18
"TX0070004","outside",12000,"water",2.69
"TX0070004","outside",13000,"water",3.11
"TX0070004","outside",14000,"water",3.48
"TX0070004","outside",15000,"water",3.8
"TX0070004","outside",16000,"water",4.08
"TX0070005","inside",0,"sewer",0
"TX0070005","inside",1000,"sewer",3.6
"TX0070005","inside",2000,"sewer",3.6
"TX0070005","inside",3000,"sewer",3.6
"TX0070005","inside",4000,"sewer",3.6
"TX0070005","inside",5000,"sewer",3.6
"TX0070005","inside",6000,"sewer",3.6
"TX0070005","inside",7000,"sewer",3.6
"TX0070005","inside",8000,"sewer",3.6
"TX0070005","inside",9000,"sewer",3.6
"TX0070005","inside",10000,"sewer",3.6
"TX0070005","inside",11000,"sewer",3.6
"TX0070005","inside",12000,"sewer",3.6
"TX0070005","inside",13000,"sewer",3.6
"TX0070005","inside",14000,"sewer",3.6
"TX0070005","inside",15000,"sewer",3.6
"TX0070005","inside",16000,"sewer",3.6
"TX0070005","inside",0,"water",0
"TX0070005","inside",1000,"water",5.78
"TX0070005","inside",2000,"water",5.78
"TX0070005","inside",3000,"water",5.78
"TX0070005","inside",4000,"water",5.78
"TX0070005","inside",5000,"water",5.78
"TX0070005","inside",6000,"water",5.78
"TX0070005","inside",7000,"water",5.78
"TX0070005","inside",8000,"water",5.78
"TX0070005","inside",9000,"water",5.78
"TX0070005","inside",10000,"water",5.78
"TX0070005","inside",11000,"water",5.78
"TX0070005","inside",12000,"water",5.78
"TX0070005","inside",13000,"water",5.78
"TX0070005","inside",14000,"water",5.78
"TX0070005","inside",15000,"water",5.78
"TX0070005","inside",16000,"water",5.78
"TX0070005","outside",0,"sewer",0
"TX0070005","outside",1000,"sewer",3.6
"TX0070005","outside",2000,"sewer",3.6
"TX0070005","outside",3000,"sewer",3.6
"TX0070005","outside",4000,"sewer",3.6
"TX0070005","outside",5000,"sewer",3.6
"TX0070005","outside",6000,"sewer",3.6
"TX0070005","outside",7000,"sewer",3.6
"TX0070005","outside",8000,"sewer",3.6
"TX0070005","outside",9000,"sewer",3.6
"TX0070005","outside",10000,"sewer",3.6
"TX0070005","outside",11000,"sewer",3.6
"TX0070005","outside",12000,"sewer",3.6
"TX0070005","outside",13000,"sewer",3.6
"TX0070005","outside",14000,"sewer",3.6
"TX0070005","outside",15000,"sewer",3.6
"TX0070005","outside",16000,"sewer",3.6
"TX0070005","outside",0,"water",0
"TX0070005","outside",1000,"water",5.78
"TX0070005","outside",2000,"water",5.78
"TX0070005","outside",3000,"water",5.78
"TX0070005","outside",4000,"water",5.78
"TX0070005","outside",5000,"water",5.78
"TX0070005","outside",6000,"water",5.78
"TX0070005","outside",7000,"water",5.78
"TX0070005","outside",8000,"water",5.78
"TX0070005","outside",9000,"water",5.78
"TX0070005","outside",10000,"water",5.78
"TX0070005","outside",11000,"water",5.78
"TX0070005","outside",12000,"water",5.78
"TX0070005","outside",13000,"water",5.78
"TX0070005","outside",14000,"water",5.78
"TX0070005","outside",15000,"water",5.78
"TX0070005","outside",16000,"water",5.78
"TX0080001","inside",0,"sewer",0
"TX0080001","inside",1000,"sewer",0
"TX0080001","inside",2000,"sewer",0
"TX0080001","inside",3000,"sewer",0.33
"TX0080001","inside",4000,"sewer",0.5
"TX0080001","inside",5000,"sewer",0.6
"TX0080001","inside",6000,"sewer",0.67
"TX0080001","inside",7000,"sewer",0.71
"TX0080001","inside",8000,"sewer",0.75
"TX0080001","inside",9000,"sewer",0.78
"TX0080001","inside",10000,"sewer",0.8
"TX0080001","inside",11000,"sewer",0.82
"TX0080001","inside",12000,"sewer",0.83
"TX0080001","inside",13000,"sewer",0.85
"TX0080001","inside",14000,"sewer",0.86
"TX0080001","inside",15000,"sewer",0.87
"TX0080001","inside",16000,"sewer",0.81
"TX0080001","inside",0,"water",0
"TX0080001","inside",1000,"water",0
"TX0080001","inside",2000,"water",0
"TX0080001","inside",3000,"water",1.17
"TX0080001","inside",4000,"water",1.75
"TX0080001","inside",5000,"water",2.1
"TX0080001","inside",6000,"water",2.33
"TX0080001","inside",7000,"water",2.5
"TX0080001","inside",8000,"water",2.62
"TX0080001","inside",9000,"water",2.72
"TX0080001","inside",10000,"water",2.8
"TX0080001","inside",11000,"water",2.95
"TX0080001","inside",12000,"water",3.08
"TX0080001","inside",13000,"water",3.19
"TX0080001","inside",14000,"water",3.29
"TX0080001","inside",15000,"water",3.37
"TX0080001","inside",16000,"water",3.44
"TX0080001","outside",0,"sewer",0
"TX0080001","outside",1000,"sewer",0
"TX0080001","outside",2000,"sewer",0
"TX0080001","outside",3000,"sewer",0.5
"TX0080001","outside",4000,"sewer",0.75
"TX0080001","outside",5000,"sewer",0.9
"TX0080001","outside",6000,"sewer",1
"TX0080001","outside",7000,"sewer",1.07
"TX0080001","outside",8000,"sewer",1.12
"TX0080001","outside",9000,"sewer",1.17
"TX0080001","outside",10000,"sewer",1.2
"TX0080001","outside",11000,"sewer",1.23
"TX0080001","outside",12000,"sewer",1.25
"TX0080001","outside",13000,"sewer",1.27
"TX0080001","outside",14000,"sewer",1.29
"TX0080001","outside",15000,"sewer",1.3
"TX0080001","outside",16000,"sewer",1.22
"TX0080001","outside",0,"water",0
"TX0080001","outside",1000,"water",0
"TX0080001","outside",2000,"water",0
"TX0080001","outside",3000,"water",1.87
"TX0080001","outside",4000,"water",2.81
"TX0080001","outside",5000,"water",3.38
"TX0080001","outside",6000,"water",3.75
"TX0080001","outside",7000,"water",4.02
"TX0080001","outside",8000,"water",4.22
"TX0080001","outside",9000,"water",4.38
"TX0080001","outside",10000,"water",4.5
"TX0080001","outside",11000,"water",4.65
"TX0080001","outside",12000,"water",4.77
"TX0080001","outside",13000,"water",4.88
"TX0080001","outside",14000,"water",4.97
"TX0080001","outside",15000,"water",5.04
"TX0080001","outside",16000,"water",5.11
"TX0080002","inside",0,"sewer",0
"TX0080002","inside",1000,"sewer",0.6
"TX0080002","inside",2000,"sewer",0.6
"TX0080002","inside",3000,"sewer",1.15
"TX0080002","inside",4000,"sewer",1.43
"TX0080002","inside",5000,"sewer",1.59
"TX0080002","inside",6000,"sewer",1.7
"TX0080002","inside",7000,"sewer",1.78
"TX0080002","inside",8000,"sewer",1.84
"TX0080002","inside",9000,"sewer",1.88
"TX0080002","inside",10000,"sewer",1.92
"TX0080002","inside",11000,"sewer",1.95
"TX0080002","inside",12000,"sewer",1.97
"TX0080002","inside",13000,"sewer",2
"TX0080002","inside",14000,"sewer",2.01
"TX0080002","inside",15000,"sewer",2.03
"TX0080002","inside",16000,"sewer",2.04
"TX0080002","inside",0,"water",0
"TX0080002","inside",1000,"water",1.3
"TX0080002","inside",2000,"water",1.3
"TX0080002","inside",3000,"water",2.12
"TX0080002","inside",4000,"water",2.52
"TX0080002","inside",5000,"water",2.77
"TX0080002","inside",6000,"water",2.93
"TX0080002","inside",7000,"water",3.05
"TX0080002","inside",8000,"water",3.14
"TX0080002","inside",9000,"water",3.31
"TX0080002","inside",10000,"water",3.45
"TX0080002","inside",11000,"water",3.56
"TX0080002","inside",12000,"water",3.66
"TX0080002","inside",13000,"water",3.74
"TX0080002","inside",14000,"water",3.81
"TX0080002","inside",15000,"water",3.87
"TX0080002","inside",16000,"water",3.92
"TX0080015","inside",0,"sewer",0
"TX0080015","inside",1000,"sewer",0
"TX0080015","inside",2000,"sewer",0
"TX0080015","inside",3000,"sewer",0
"TX0080015","inside",4000,"sewer",0.52
"TX0080015","inside",5000,"sewer",0.84
"TX0080015","inside",6000,"sewer",1.05
"TX0080015","inside",7000,"sewer",1.2
"TX0080015","inside",8000,"sewer",1.31
"TX0080015","inside",9000,"sewer",1.4
"TX0080015","inside",10000,"sewer",1.47
"TX0080015","inside",11000,"sewer",1.53
"TX0080015","inside",12000,"sewer",1.57
"TX0080015","inside",13000,"sewer",1.62
"TX0080015","inside",14000,"sewer",1.65
"TX0080015","inside",15000,"sewer",1.68
"TX0080015","inside",16000,"sewer",1.71
"TX0080015","inside",0,"water",0
"TX0080015","inside",1000,"water",0
"TX0080015","inside",2000,"water",0
"TX0080015","inside",3000,"water",0
"TX0080015","inside",4000,"water",0.69
"TX0080015","inside",5000,"water",1.1
"TX0080015","inside",6000,"water",1.38
"TX0080015","inside",7000,"water",1.57
"TX0080015","inside",8000,"water",1.72
"TX0080015","inside",9000,"water",1.83
"TX0080015","inside",10000,"water",1.92
"TX0080015","inside",11000,"water",2.02
"TX0080015","inside",12000,"water",2.1
"TX0080015","inside",13000,"water",2.16
"TX0080015","inside",14000,"water",2.22
"TX0080015","inside",15000,"water",2.27
"TX0080015","inside",16000,"water",2.31
"TX0080015","outside",0,"sewer",0
"TX0080015","outside",1000,"sewer",0
"TX0080015","outside",2000,"sewer",1.05
"TX0080015","outside",3000,"sewer",2.1
"TX0080015","outside",4000,"sewer",2.62
"TX0080015","outside",5000,"sewer",2.94
"TX0080015","outside",6000,"sewer",3.15
"TX0080015","outside",7000,"sewer",3.3
"TX0080015","outside",8000,"sewer",3.41
"TX0080015","outside",9000,"sewer",3.5
"TX0080015","outside",10000,"sewer",3.57
"TX0080015","outside",11000,"sewer",3.63
"TX0080015","outside",12000,"sewer",3.68
"TX0080015","outside",13000,"sewer",3.72
"TX0080015","outside",14000,"sewer",3.75
"TX0080015","outside",15000,"sewer",3.78
"TX0080015","outside",16000,"sewer",3.81
"TX0080015","outside",0,"water",0
"TX0080015","outside",1000,"water",0
"TX0080015","outside",2000,"water",1.38
"TX0080015","outside",3000,"water",2.75
"TX0080015","outside",4000,"water",3.44
"TX0080015","outside",5000,"water",3.85
"TX0080015","outside",6000,"water",4.19
"TX0080015","outside",7000,"water",4.43
"TX0080015","outside",8000,"water",4.62
"TX0080015","outside",9000,"water",4.76
"TX0080015","outside",10000,"water",4.87
"TX0080015","outside",11000,"water",4.97
"TX0080015","outside",12000,"water",5.04
"TX0080015","outside",13000,"water",5.11
"TX0080015","outside",14000,"water",5.17
"TX0080015","outside",15000,"water",5.22
"TX0080015","outside",16000,"water",5.26
"TX0100011","inside",0,"sewer",0
"TX0100011","inside",1000,"sewer",0
"TX0100011","inside",2000,"sewer",0
"TX0100011","inside",3000,"sewer",0
"TX0100011","inside",4000,"sewer",0
"TX0100011","inside",5000,"sewer",0
"TX0100011","inside",6000,"sewer",0
"TX0100011","inside",7000,"sewer",0
"TX0100011","inside",8000,"sewer",0
"TX0100011","inside",9000,"sewer",0
"TX0100011","inside",10000,"sewer",0
"TX0100011","inside",11000,"sewer",0
"TX0100011","inside",12000,"sewer",0
"TX0100011","inside",13000,"sewer",0
"TX0100011","inside",14000,"sewer",0
"TX0100011","inside",15000,"sewer",0
"TX0100011","inside",16000,"sewer",0
"TX0100011","inside",0,"water",0
"TX0100011","inside",1000,"water",2
"TX0100011","inside",2000,"water",2
"TX0100011","inside",3000,"water",2
"TX0100011","inside",4000,"water",2
"TX0100011","inside",5000,"water",2
"TX0100011","inside",6000,"water",2.17
"TX0100011","inside",7000,"water",2.29
"TX0100011","inside",8000,"water",2.38
"TX0100011","inside",9000,"water",2.44
"TX0100011","inside",10000,"water",2.5
"TX0100011","inside",11000,"water",2.59
"TX0100011","inside",12000,"water",2.67
"TX0100011","inside",13000,"water",2.73
"TX0100011","inside",14000,"water",2.79
"TX0100011","inside",15000,"water",2.83
"TX0100011","inside",16000,"water",2.94
"TX0100012","inside",0,"sewer",0
"TX0100012","inside",1000,"sewer",0
"TX0100012","inside",2000,"sewer",0
"TX0100012","inside",3000,"sewer",1.49
"TX0100012","inside",4000,"sewer",2.23
"TX0100012","inside",5000,"sewer",2.68
"TX0100012","inside",6000,"sewer",2.98
"TX0100012","inside",7000,"sewer",3.19
"TX0100012","inside",8000,"sewer",3.35
"TX0100012","inside",9000,"sewer",3.48
"TX0100012","inside",10000,"sewer",3.58
"TX0100012","inside",11000,"sewer",3.66
"TX0100012","inside",12000,"sewer",3.73
"TX0100012","inside",13000,"sewer",3.78
"TX0100012","inside",14000,"sewer",3.83
"TX0100012","inside",15000,"sewer",3.87
"TX0100012","inside",16000,"sewer",3.91
"TX0100012","inside",0,"water",0
"TX0100012","inside",1000,"water",0
"TX0100012","inside",2000,"water",0
"TX0100012","inside",3000,"water",1.49
"TX0100012","inside",4000,"water",2.23
"TX0100012","inside",5000,"water",2.68
"TX0100012","inside",6000,"water",3.27
"TX0100012","inside",7000,"water",3.69
"TX0100012","inside",8000,"water",4
"TX0100012","inside",9000,"water",4.25
"TX0100012","inside",10000,"water",4.44
"TX0100012","inside",11000,"water",4.61
"TX0100012","inside",12000,"water",4.74
"TX0100012","inside",13000,"water",4.85
"TX0100012","inside",14000,"water",4.95
"TX0100012","inside",15000,"water",5.03
"TX0100012","inside",16000,"water",5.17
"TX0100012","outside",0,"sewer",0
"TX0100012","outside",1000,"sewer",0
"TX0100012","outside",2000,"sewer",0
"TX0100012","outside",3000,"sewer",1.49
"TX0100012","outside",4000,"sewer",2.23
"TX0100012","outside",5000,"sewer",2.68
"TX0100012","outside",6000,"sewer",2.98
"TX0100012","outside",7000,"sewer",3.19
"TX0100012","outside",8000,"sewer",3.35
"TX0100012","outside",9000,"sewer",3.48
"TX0100012","outside",10000,"sewer",3.58
"TX0100012","outside",11000,"sewer",3.66
"TX0100012","outside",12000,"sewer",3.73
"TX0100012","outside",13000,"sewer",3.78
"TX0100012","outside",14000,"sewer",3.83
"TX0100012","outside",15000,"sewer",3.87
"TX0100012","outside",16000,"sewer",3.91
"TX0100012","outside",0,"water",0
"TX0100012","outside",1000,"water",0
"TX0100012","outside",2000,"water",0
"TX0100012","outside",3000,"water",1.49
"TX0100012","outside",4000,"water",2.23
"TX0100012","outside",5000,"water",2.68
"TX0100012","outside",6000,"water",3.27
"TX0100012","outside",7000,"water",3.69
"TX0100012","outside",8000,"water",4
"TX0100012","outside",9000,"water",4.25
"TX0100012","outside",10000,"water",4.44
"TX0100012","outside",11000,"water",4.61
"TX0100012","outside",12000,"water",4.74
"TX0100012","outside",13000,"water",4.85
"TX0100012","outside",14000,"water",4.95
"TX0100012","outside",15000,"water",5.03
"TX0100012","outside",16000,"water",5.17
"TX0110001","inside",0,"sewer",0
"TX0110001","inside",1000,"sewer",2.45
"TX0110001","inside",2000,"sewer",2.45
"TX0110001","inside",3000,"sewer",2.45
"TX0110001","inside",4000,"sewer",2.45
"TX0110001","inside",5000,"sewer",2.45
"TX0110001","inside",6000,"sewer",2.5
"TX0110001","inside",7000,"sewer",2.54
"TX0110001","inside",8000,"sewer",2.57
"TX0110001","inside",9000,"sewer",2.59
"TX0110001","inside",10000,"sewer",2.61
"TX0110001","inside",11000,"sewer",2.64
"TX0110001","inside",12000,"sewer",2.67
"TX0110001","inside",13000,"sewer",2.69
"TX0110001","inside",14000,"sewer",2.71
"TX0110001","inside",15000,"sewer",2.72
"TX0110001","inside",16000,"sewer",2.74
"TX0110001","inside",0,"water",0
"TX0110001","inside",1000,"water",2.85
"TX0110001","inside",2000,"water",2.85
"TX0110001","inside",3000,"water",2.85
"TX0110001","inside",4000,"water",2.9
"TX0110001","inside",5000,"water",2.93
"TX0110001","inside",6000,"water",2.98
"TX0110001","inside",7000,"water",3.01
"TX0110001","inside",8000,"water",3.04
"TX0110001","inside",9000,"water",3.06
"TX0110001","inside",10000,"water",3.07
"TX0110001","inside",11000,"water",3.1
"TX0110001","inside",12000,"water",3.13
"TX0110001","inside",13000,"water",3.15
"TX0110001","inside",14000,"water",3.17
"TX0110001","inside",15000,"water",3.19
"TX0110001","inside",16000,"water",3.2
"TX0110001","outside",0,"sewer",0
"TX0110001","outside",1000,"sewer",2.45
"TX0110001","outside",2000,"sewer",2.45
"TX0110001","outside",3000,"sewer",2.45
"TX0110001","outside",4000,"sewer",2.45
"TX0110001","outside",5000,"sewer",2.45
"TX0110001","outside",6000,"sewer",2.5
"TX0110001","outside",7000,"sewer",2.54
"TX0110001","outside",8000,"sewer",2.57
"TX0110001","outside",9000,"sewer",2.59
"TX0110001","outside",10000,"sewer",2.61
"TX0110001","outside",11000,"sewer",2.64
"TX0110001","outside",12000,"sewer",2.67
"TX0110001","outside",13000,"sewer",2.69
"TX0110001","outside",14000,"sewer",2.71
"TX0110001","outside",15000,"sewer",2.72
"TX0110001","outside",16000,"sewer",2.74
"TX0110001","outside",0,"water",0
"TX0110001","outside",1000,"water",4.13
"TX0110001","outside",2000,"water",4.13
"TX0110001","outside",3000,"water",4.13
"TX0110001","outside",4000,"water",4.2
"TX0110001","outside",5000,"water",4.25
"TX0110001","outside",6000,"water",4.32
"TX0110001","outside",7000,"water",4.38
"TX0110001","outside",8000,"water",4.42
"TX0110001","outside",9000,"water",4.45
"TX0110001","outside",10000,"water",4.47
"TX0110001","outside",11000,"water",4.52
"TX0110001","outside",12000,"water",4.56
"TX0110001","outside",13000,"water",4.59
"TX0110001","outside",14000,"water",4.62
"TX0110001","outside",15000,"water",4.64
"TX0110001","outside",16000,"water",4.66
"TX0110002","inside",0,"sewer",0
"TX0110002","inside",1000,"sewer",4
"TX0110002","inside",2000,"sewer",4
"TX0110002","inside",3000,"sewer",4
"TX0110002","inside",4000,"sewer",4
"TX0110002","inside",5000,"sewer",4
"TX0110002","inside",6000,"sewer",4
"TX0110002","inside",7000,"sewer",4
"TX0110002","inside",8000,"sewer",4
"TX0110002","inside",9000,"sewer",4
"TX0110002","inside",10000,"sewer",4
"TX0110002","inside",11000,"sewer",4
"TX0110002","inside",12000,"sewer",4
"TX0110002","inside",13000,"sewer",4
"TX0110002","inside",14000,"sewer",4
"TX0110002","inside",15000,"sewer",4
"TX0110002","inside",16000,"sewer",4
"TX0110002","inside",0,"water",0
"TX0110002","inside",1000,"water",0
"TX0110002","inside",2000,"water",0
"TX0110002","inside",3000,"water",1.34
"TX0110002","inside",4000,"water",2
"TX0110002","inside",5000,"water",2.42
"TX0110002","inside",6000,"water",2.69
"TX0110002","inside",7000,"water",2.89
"TX0110002","inside",8000,"water",3.04
"TX0110002","inside",9000,"water",3.17
"TX0110002","inside",10000,"water",3.28
"TX0110002","inside",11000,"water",3.37
"TX0110002","inside",12000,"water",3.44
"TX0110002","inside",13000,"water",3.52
"TX0110002","inside",14000,"water",3.58
"TX0110002","inside",15000,"water",3.64
"TX0110002","inside",16000,"water",3.69
"TX0110003","inside",0,"sewer",0
"TX0110003","inside",1000,"sewer",3.85
"TX0110003","inside",2000,"sewer",3.85
"TX0110003","inside",3000,"sewer",3.85
"TX0110003","inside",4000,"sewer",3.85
"TX0110003","inside",5000,"sewer",3.85
"TX0110003","inside",6000,"sewer",3.85
"TX0110003","inside",7000,"sewer",3.85
"TX0110003","inside",8000,"sewer",3.85
"TX0110003","inside",9000,"sewer",3.85
"TX0110003","inside",10000,"sewer",3.85
"TX0110003","inside",11000,"sewer",3.85
"TX0110003","inside",12000,"sewer",3.85
"TX0110003","inside",13000,"sewer",3.85
"TX0110003","inside",14000,"sewer",3.85
"TX0110003","inside",15000,"sewer",3.85
"TX0110003","inside",16000,"sewer",3.85
"TX0110003","inside",0,"water",0
"TX0110003","inside",1000,"water",0
"TX0110003","inside",2000,"water",0
"TX0110003","inside",3000,"water",1.03
"TX0110003","inside",4000,"water",1.55
"TX0110003","inside",5000,"water",1.86
"TX0110003","inside",6000,"water",2.07
"TX0110003","inside",7000,"water",2.21
"TX0110003","inside",8000,"water",2.33
"TX0110003","inside",9000,"water",2.41
"TX0110003","inside",10000,"water",2.48
"TX0110003","inside",11000,"water",2.54
"TX0110003","inside",12000,"water",2.58
"TX0110003","inside",13000,"water",2.62
"TX0110003","inside",14000,"water",2.66
"TX0110003","inside",15000,"water",2.69
"TX0110003","inside",16000,"water",2.71
"TX0110003","outside",0,"sewer",0
"TX0110003","outside",1000,"sewer",5.75
"TX0110003","outside",2000,"sewer",5.75
"TX0110003","outside",3000,"sewer",5.75
"TX0110003","outside",4000,"sewer",5.75
"TX0110003","outside",5000,"sewer",5.75
"TX0110003","outside",6000,"sewer",5.75
"TX0110003","outside",7000,"sewer",5.75
"TX0110003","outside",8000,"sewer",5.75
"TX0110003","outside",9000,"sewer",5.75
"TX0110003","outside",10000,"sewer",5.75
"TX0110003","outside",11000,"sewer",5.75
"TX0110003","outside",12000,"sewer",5.75
"TX0110003","outside",13000,"sewer",5.75
"TX0110003","outside",14000,"sewer",5.75
"TX0110003","outside",15000,"sewer",5.75
"TX0110003","outside",16000,"sewer",5.75
"TX0110003","outside",0,"water",0
"TX0110003","outside",1000,"water",0
"TX0110003","outside",2000,"water",0
"TX0110003","outside",3000,"water",1.67
"TX0110003","outside",4000,"water",2.5
"TX0110003","outside",5000,"water",3
"TX0110003","outside",6000,"water",3.33
"TX0110003","outside",7000,"water",3.57
"TX0110003","outside",8000,"water",3.75
"TX0110003","outside",9000,"water",3.89
"TX0110003","outside",10000,"water",4
"TX0110003","outside",11000,"water",4.09
"TX0110003","outside",12000,"water",4.17
"TX0110003","outside",13000,"water",4.23
"TX0110003","outside",14000,"water",4.28
"TX0110003","outside",15000,"water",4.33
"TX0110003","outside",16000,"water",4.38
"TX0110013","inside",0,"sewer",0
"TX0110013","inside",1000,"sewer",5.75
"TX0110013","inside",2000,"sewer",5.75
"TX0110013","inside",3000,"sewer",5.75
"TX0110013","inside",4000,"sewer",5.75
"TX0110013","inside",5000,"sewer",5.75
"TX0110013","inside",6000,"sewer",5.75
"TX0110013","inside",7000,"sewer",5.75
"TX0110013","inside",8000,"sewer",5.75
"TX0110013","inside",9000,"sewer",5.75
"TX0110013","inside",10000,"sewer",5.75
"TX0110013","inside",11000,"sewer",5.75
"TX0110013","inside",12000,"sewer",5.75
"TX0110013","inside",13000,"sewer",5.75
"TX0110013","inside",14000,"sewer",5.75
"TX0110013","inside",15000,"sewer",5.75
"TX0110013","inside",16000,"sewer",5.75
"TX0110013","inside",0,"water",0
"TX0110013","inside",1000,"water",3.75
"TX0110013","inside",2000,"water",3.75
"TX0110013","inside",3000,"water",3.75
"TX0110013","inside",4000,"water",3.75
"TX0110013","inside",5000,"water",3.75
"TX0110013","inside",6000,"water",3.75
"TX0110013","inside",7000,"water",3.75
"TX0110013","inside",8000,"water",3.75
"TX0110013","inside",9000,"water",3.75
"TX0110013","inside",10000,"water",3.75
"TX0110013","inside",11000,"water",3.93
"TX0110013","inside",12000,"water",4.08
"TX0110013","inside",13000,"water",4.21
"TX0110013","inside",14000,"water",4.32
"TX0110013","inside",15000,"water",4.42
"TX0110013","inside",16000,"water",4.5
"TX0110049","inside",0,"sewer",0
"TX0110049","inside",1000,"sewer",0
"TX0110049","inside",2000,"sewer",0
"TX0110049","inside",3000,"sewer",0
"TX0110049","inside",4000,"sewer",0
"TX0110049","inside",5000,"sewer",0
"TX0110049","inside",6000,"sewer",0
"TX0110049","inside",7000,"sewer",0
"TX0110049","inside",8000,"sewer",0
"TX0110049","inside",9000,"sewer",0
"TX0110049","inside",10000,"sewer",0
"TX0110049","inside",11000,"sewer",0
"TX0110049","inside",12000,"sewer",0
"TX0110049","inside",13000,"sewer",0
"TX0110049","inside",14000,"sewer",0
"TX0110049","inside",15000,"sewer",0
"TX0110049","inside",16000,"sewer",0
"TX0110049","inside",0,"water",0
"TX0110049","inside",1000,"water",4
"TX0110049","inside",2000,"water",4
"TX0110049","inside",3000,"water",4
"TX0110049","inside",4000,"water",4
"TX0110049","inside",5000,"water",4
"TX0110049","inside",6000,"water",4
"TX0110049","inside",7000,"water",4
"TX0110049","inside",8000,"water",4.06
"TX0110049","inside",9000,"water",4.11
"TX0110049","inside",10000,"water",4.15
"TX0110049","inside",11000,"water",4.18
"TX0110049","inside",12000,"water",4.21
"TX0110049","inside",13000,"water",4.23
"TX0110049","inside",14000,"water",4.25
"TX0110049","inside",15000,"water",4.27
"TX0110049","inside",16000,"water",4.31
"TX0120001","inside",0,"sewer",0
"TX0120001","inside",1000,"sewer",1.33
"TX0120001","inside",2000,"sewer",1.33
"TX0120001","inside",3000,"sewer",1.33
"TX0120001","inside",4000,"sewer",1.33
"TX0120001","inside",5000,"sewer",1.33
"TX0120001","inside",6000,"sewer",1.33
"TX0120001","inside",7000,"sewer",1.33
"TX0120001","inside",8000,"sewer",1.33
"TX0120001","inside",9000,"sewer",1.33
"TX0120001","inside",10000,"sewer",1.33
"TX0120001","inside",11000,"sewer",1.33
"TX0120001","inside",12000,"sewer",1.33
"TX0120001","inside",13000,"sewer",1.33
"TX0120001","inside",14000,"sewer",1.33
"TX0120001","inside",15000,"sewer",1.33
"TX0120001","inside",16000,"sewer",1.33
"TX0120001","inside",0,"water",0
"TX0120001","inside",1000,"water",3.96
"TX0120001","inside",2000,"water",3.96
"TX0120001","inside",3000,"water",3.96
"TX0120001","inside",4000,"water",3.96
"TX0120001","inside",5000,"water",3.96
"TX0120001","inside",6000,"water",3.96
"TX0120001","inside",7000,"water",3.96
"TX0120001","inside",8000,"water",3.96
"TX0120001","inside",9000,"water",3.96
"TX0120001","inside",10000,"water",3.96
"TX0120001","inside",11000,"water",3.96
"TX0120001","inside",12000,"water",3.96
"TX0120001","inside",13000,"water",3.96
"TX0120001","inside",14000,"water",3.96
"TX0120001","inside",15000,"water",3.96
"TX0120001","inside",16000,"water",3.96
"TX0130001","inside",0,"sewer",0
"TX0130001","inside",1000,"sewer",0
"TX0130001","inside",2000,"sewer",0
"TX0130001","inside",3000,"sewer",0
"TX0130001","inside",4000,"sewer",0
"TX0130001","inside",5000,"sewer",0
"TX0130001","inside",6000,"sewer",0
"TX0130001","inside",7000,"sewer",0
"TX0130001","inside",8000,"sewer",0
"TX0130001","inside",9000,"sewer",0
"TX0130001","inside",10000,"sewer",0
"TX0130001","inside",11000,"sewer",0
"TX0130001","inside",12000,"sewer",0
"TX0130001","inside",13000,"sewer",0
"TX0130001","inside",14000,"sewer",0
"TX0130001","inside",15000,"sewer",0
"TX0130001","inside",16000,"sewer",0
"TX0130001","inside",0,"water",0
"TX0130001","inside",1000,"water",0
"TX0130001","inside",2000,"water",0
"TX0130001","inside",3000,"water",1.37
"TX0130001","inside",4000,"water",2.06
"TX0130001","inside",5000,"water",2.47
"TX0130001","inside",6000,"water",2.74
"TX0130001","inside",7000,"water",2.94
"TX0130001","inside",8000,"water",3.08
"TX0130001","inside",9000,"water",3.2
"TX0130001","inside",10000,"water",3.29
"TX0130001","inside",11000,"water",3.36
"TX0130001","inside",12000,"water",3.43
"TX0130001","inside",13000,"water",3.48
"TX0130001","inside",14000,"water",3.52
"TX0130001","inside",15000,"water",3.56
"TX0130001","inside",16000,"water",3.6
"TX0130001","outside",0,"sewer",0
"TX0130001","outside",1000,"sewer",0
"TX0130001","outside",2000,"sewer",1.77
"TX0130001","outside",3000,"sewer",2.37
"TX0130001","outside",4000,"sewer",2.66
"TX0130001","outside",5000,"sewer",2.84
"TX0130001","outside",6000,"sewer",2.96
"TX0130001","outside",7000,"sewer",3.04
"TX0130001","outside",8000,"sewer",3.11
"TX0130001","outside",9000,"sewer",3.16
"TX0130001","outside",10000,"sewer",3.19
"TX0130001","outside",11000,"sewer",3.23
