"PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","CDS_ID","GW_SW_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","CITY_NAME","ZIP_CODE","COUNTRY_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED","PWSID_STATE"
"TX0290002","CITY OF PORT LAVACA","Y","TX","6","","","A","","CWS",NA,"SW","L","12248","State","SWP","Y","N","N","5390","Y","WHITLOW, JACK","PORT LAVACA","77979-3431","US","TX","N","","","","Not Reported","Calhoun","tx"
"TX0930011","ANDERSON WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","290","State","GW","Y","N","N","215","Y","WEHMEYER, RICKEY, D","ANDERSON","77830-0447","US","TX","N","","","","Not Reported","Grimes","tx"
"TX0930014","SHIRO WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","279","State","GW","Y","N","N","93","Y","WEHMEYER, RICKEY, D","ANDERSON","77830-0447","US","TX","Y","15-SEP-10","","","Not Reported","Grimes","tx"
"TX0930016","ROANS PRAIRIE","Y","TX","6","","","A","","CWS",NA,"GW","P","72","State","GW","Y","N","N","24","Y","WEHMEYER, RICKEY, D","ANDERSON","77830-0447","US","TX","Y","15-SEP-10","","","Not Reported","Grimes","tx"
"TX0930015","RICHARDS WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","250","State","GW","Y","N","N","100","Y","WEHMEYER, RICKEY, D","ANDERSON","77830-0447","US","TX","Y","15-SEP-10","","","Not Reported","Grimes","tx"
"TX0650013","GREENBELT MIWA","Y","TX","6","","","A","","CWS",NA,"SW","L","0","State","SW","Y","Y","N","7311","Y","WELCH, DON","CLARENDON","79226-0665","US","TX","N","","","","Not Reported","Donley","tx"
"TX1013365","HARRIS-FORT BEND COUNTIES MUD 3","Y","TX","6","","","A","","CWS",NA,"GW","L","4227","State","GW","Y","N","N","1409","Y","WELCH, RON","HOUSTON","77056-3078","US","TX","N","","","","Not Reported","Harris","tx"
"TX0910010","CITY OF WHITESBORO","Y","TX","6","","","A","","CWS",NA,"GW","L","3386","State","GW","Y","N","N","1863","Y","WELCH, W, D","WHITESBORO","76273-0340","US","TX","N","","","","Not Reported","Grayson","tx"
"TX1700480","CLEAR WATER COVE INC","Y","TX","6","","","A","","CWS",NA,"GW","P","450","State","GW","Y","N","N","150","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Montgomery","tx"
"TX0930052","SHANNON PLACE WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","135","State","GW","Y","N","N","45","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","N","","","","Not Reported","Grimes","tx"
"TX1450017","RIVER OAKS SUNSHINE ACRES","Y","TX","6","","","A","","CWS",NA,"GW","P","108","State","GW","Y","N","N","36","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Leon","tx"
"TX1700590","ROGERS ROAD WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","495","State","GW","Y","N","N","165","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Montgomery","tx"
"TX1610022","HOLIDAY HARBOR SUBDIVISION","Y","TX","6","","","A","","CWS",NA,"GW","P","75","State","GW","Y","N","N","25","Y","PIEPER, DIANE","BRENHAM","77833-5312","US","TX","N","","","","Not Reported","Matagorda","tx"
"TX0200555","CITY OF LIVERPOOL","Y","TX","6","","","A","","CWS",NA,"GW","L","619","State","GW","Y","N","N","205","Y","STRICKLAND, WILLIAM, A","LIVERPOOL","77577-0068","US","TX","N","","","","Not Reported","Brazoria","tx"
"TX1450010","SAINT PAUL SHILOH TIMESVILLE WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","429","State","GW","Y","N","N","143","Y","RICHMOND, DEAN","OAKWOOD","75855-0320","US","TX","Y","31-AUG-18","","","Not Reported","Leon","tx"
"TX0910012","CITY OF GUNTER","Y","TX","6","","","A","","CWS",NA,"GW","L","2283","State","GW","Y","N","N","761","Y","MILLAR, MARK, A","GUNTER","75058-0349","US","TX","Y","15-SEP-10","","","Not Reported","Grayson","tx"
"TX1010209","HARRIS COUNTY FWSD 58","Y","TX","6","","","A","","CWS",NA,"GW","L","1875","State","GW","Y","N","N","625","Y","HAUPT, HARRY","BELLAIRE","77401-4125","US","TX","N","","","","Not Reported","Harris","tx"
"TX1700389","WALNUT COVE WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","1524","State","GW","Y","N","N","508","Y","BUCKNER, ARTHUR","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Montgomery","tx"
"TX1011120","BOYS & GIRLS COUNTRY","Y","TX","6","","","A","","CWS",NA,"GW","P","100","State","GW","Y","N","N","23","Y","PALMA, LOU","HOCKLEY","77447-9327","US","TX","N","","","","Not Reported","Harris","tx"
"TX2350055","KEY ROAD SUBDIVISION WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","56","State","GWP","Y","N","N","18","Y","POSADA, FELIPE","BLOOMINGTON","77951-0162","US","TX","N","","","","Not Reported","Victoria","tx"
"TX1260098","WESTLAKE VILLAGE MOBILE HOME PARK","Y","TX","6","","","A","","CWS",NA,"GW","P","117","State","GW","Y","N","N","39","Y","SEXSON, DENNIS","CLEBURNE","76033-8205","US","TX","Y","15-SEP-10","","","Not Reported","Johnson","tx"
"TX2010024","CITY OF NEW LONDON","Y","TX","6","","","A","","CWS",NA,"GW","L","2418","State","GW","Y","N","N","806","Y","MCNEEL, DALE","NEW LONDON","75682-0428","US","TX","N","","","","Not Reported","Rusk","tx"
"TX1700728","TIMBER LINE ESTATES","Y","TX","6","","","A","","CWS",NA,"GW","P","519","State","GW","Y","N","N","173","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Montgomery","tx"
"TX1460159","FIVE OAKS ESTATES","Y","TX","6","","","A","","CWS",NA,"GW","P","175","State","GW","Y","N","N","62","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Liberty","tx"
"TX1460160","HWY 59 ESTATES","Y","TX","6","","","A","","CWS",NA,"GW","P","210","State","GW","Y","N","N","70","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","N","","","","Not Reported","Liberty","tx"
"TX1700423","MOUNT PLEASANT VILLAGE WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","246","State","GW","Y","N","N","82","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Montgomery","tx"
"TX1700680","CREEKSIDE ACRES WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","291","State","GW","Y","N","N","97","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","N","","","","Not Reported","Montgomery","tx"
"TX1700683","EMERSON ESTATES","Y","TX","6","","","A","","CWS",NA,"GW","P","1548","State","GW","Y","N","N","516","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Montgomery","tx"
"TX1700685","BEE CREEK ESTATES","Y","TX","6","","","A","","CWS",NA,"GW","P","141","State","GW","Y","N","N","47","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","Y","15-SEP-10","","","Not Reported","Montgomery","tx"
"TX1400027","SUNNYDALE WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","95","State","GWP","Y","N","N","54","Y","BLACKWELL, NELDA","LITTLEFIELD","79339-1028","US","TX","N","","","","Not Reported","Lamb","tx"
"TX2040066","TRAILS END SUBDIVISION","Y","TX","6","","","A","","CWS",NA,"GW","P","1204","State","GW","Y","N","N","415","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","N","","","","Not Reported","San Jacinto","tx"
"TX1700316","BRIDGEPOINT SUBDIVISION","Y","TX","6","","","A","","CWS",NA,"GW","P","255","State","GW","Y","N","N","85","Y","WAGNER, RICHARD, LYNN","WILLIS","77378-0187","US","TX","N","","","","Not Reported","Montgomery","tx"
"TX0700037","BUENA VISTA BETHEL SUD","Y","TX","6","","","A","","CWS",NA,"SW","L","5118","State","SWP","Y","N","N","1706","Y","WALKER, DON","WAXAHACHIE","75167-7832","US","TX","Y","15-SEP-10","","","Not Reported","Ellis","tx"
"TX1010634","WESTON MUD","Y","TX","6","","","A","","CWS",NA,"GW","L","5811","State","GW","Y","N","N","1937","Y","CONNOLLY, TIMOTHY, J","HOUSTON","77010-3093","US","TX","N","","","","Not Reported","Harris","tx"
"TX0790489","SIENNA PLANTATION MUD 4","Y","TX","6","","","A","","CWS",NA,"GW","L","474","State","GWP","Y","N","N","158","Y","VACEK, ROBERT","HOUSTON","77027-7537","US","TX","N","","","","Not Reported","Fort Bend","tx"
"TX1550037","M S WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","744","State","GW","Y","N","N","248","Y","DOWDLE, RONNIE","RIESEL","76682-3328","US","TX","Y","15-SEP-10","","","Not Reported","McLennan","tx"
"TX2460152","WILLIAMSON COUNTY WSID 3","Y","TX","6","","","A","","CWS",NA,"GW","L","6498","State","GWP","Y","N","N","2147","Y","RICHTER, RANCE","AUSTIN","78701-2744","US","TX","Y","31-AUG-93","","","Not Reported","Williamson","tx"
"TX1011704","HARRIS COUNTY MUD 58","Y","TX","6","","","A","","CWS",NA,"GW","L","1800","State","GW","Y","N","N","600","Y","LAWSON, LEA","HOUSTON","77024-3430","US","TX","N","","","","Not Reported","Harris","tx"
"TX0720034","EQUESTRIAN ESTATES","Y","TX","6","","","A","","CWS",NA,"GW","P","129","State","GW","Y","N","N","43","Y","FLETCHER, DONALD, S","DUBLIN","76446-5159","US","TX","Y","15-SEP-10","","","Not Reported","Erath","tx"
"TX0720033","CATTAIL CREEK MHP","Y","TX","6","","","A","","CWS",NA,"GW","P","135","State","GW","Y","N","N","45","Y","FLETCHER, DONALD, S","DUBLIN","76446-5159","US","TX","N","","","","Not Reported","Erath","tx"
"TX0200134","COUNTRYSIDE MOBILE HOME PARK","Y","TX","6","","","A","","CWS",NA,"GW","P","36","State","GW","Y","N","N","12","Y","FLETCHER, DANIEL, THOMAS","BRAZORIA","77422-0972","US","TX","N","","","","Not Reported","Brazoria","tx"
"TX1770207","SIMS WHOLESALER","Y","TX","6","","","A","","CWS",NA,"SW","P","0","State","GU","Y","N","N","947","Y","SIMS, WESLEY, RAY","SWEETWATER","79556-8507","US","TX","","","","","Not Reported","Nolan","tx"
"TX1520004","CITY OF SLATON","Y","TX","6","","","A","","CWS",NA,"SW","L","6077","State","SWP","Y","N","N","2198","Y","ENGLUND, DUBBIN, W","SLATON","79364-4192","US","TX","Y","29-FEB-96","","","Not Reported","Lubbock","tx"
"TX1260016","BETHANY SUD","Y","TX","6","","","A","","CWS",NA,"GW","L","4518","State","GW","Y","N","N","1506","Y","PEARCE, JAMES","ALVARADO","76009-8409","US","TX","Y","31-AUG-92","","","Not Reported","Johnson","tx"
"TX0030020","FOUR WAY SUD","Y","TX","6","","","A","","CWS",NA,"GW","L","6348","State","GW","Y","Y","N","2325","Y","EAVES, JAMES, EDWARD","HUNTINGTON","75949-0250","US","TX","N","","","","Not Reported","Angelina","tx"
"TX1010260","HARRIS COUNTY FWSD 47","Y","TX","6","","","A","","CWS",NA,"SW","L","4500","State","SWP","Y","N","N","1459","Y","HAMALA, DENNIS","CHANNELVIEW","77530-3210","US","TX","Y","31-AUG-07","","","Not Reported","Harris","tx"
"TX2000005","NORTH RUNNELS WSC","Y","TX","6","","","A","","CWS",NA,"SW","L","2898","State","SWP","Y","N","N","966","Y","BOLES, N, R","WINTERS","79567-0895","US","TX","Y","31-JUL-03","","","Not Reported","Runnels","tx"
"TX1940004","CITY OF ANNONA","Y","TX","6","","","A","","CWS",NA,"SW","L","363","State","SWP","Y","Y","N","169","Y","ENGLISH, GEORGE","ANNONA","75550-0107","US","TX","N","","","","Not Reported","Red River","tx"
"TX1550042","ROSS WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","2466","State","GW","Y","N","N","822","Y","FILER, DAVID","ROSS","76684-0202","US","TX","Y","15-SEP-10","","","Not Reported","McLennan","tx"
"TX0200435","AUTUMN SHADOWS MOBILE HOME PARK","Y","TX","6","","","A","","CWS",NA,"GW","P","84","State","GW","Y","N","N","28","Y","FINKELMAN, RONALD, J","BELLAIRE","77401-2930","US","TX","N","","","","Not Reported","Brazoria","tx"
"TX1470027","WHITE ROCK WSC 3 WEST LAKE MEXIA","Y","TX","6","","","A","","CWS",NA,"SW","L","624","State","SWP","Y","N","N","208","Y","FLEMING, ROY, DON","MEXIA","76667-2656","US","TX","Y","30-JUN-98","","","Not Reported","Limestone","tx"
"TX1470026","WHITE ROCK WSC 2 FOREST GLADE","Y","TX","6","","","A","","CWS",NA,"SW","L","1731","State","SWP","Y","N","N","577","Y","FLEMING, ROY, DON","MEXIA","76667-2656","US","TX","Y","30-JUN-98","","","Not Reported","Limestone","tx"
"TX1470014","WHITE ROCK WSC 1","Y","TX","6","","","A","","CWS",NA,"GW","L","246","State","GWP","Y","N","N","82","Y","FLEMING, ROY, DON","MEXIA","76667-2656","US","TX","Y","30-JUN-98","","","Not Reported","Limestone","tx"
"TX1070167","EAST CEDAR CREEK FWSD BROOKSHIRE","Y","TX","6","","","A","","CWS",NA,"SW","L","13254","State","SW","Y","N","N","4418","Y","MCCUNE, HARRY","MABANK","75147-0309","US","TX","N","","","","Not Reported","Henderson","tx"
"TX1070019","EAST CEDAR CREEK FWSD B A MCKAY","Y","TX","6","","","A","","CWS",NA,"SW","L","6202","State","SW","Y","Y","N","2099","Y","MCCUNE, HARRY","MABANK","75147-0309","US","TX","N","","","","Not Reported","Henderson","tx"
"TX0270047","CASSIE WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"SW","P","106","State","GU","Y","N","N","66","Y","LEWIS, ANITA","BUCHANAN DAM","78609-0643","US","TX","N","","","","Not Reported","Burnet","tx"
"TX1500019","WATER WORKS 2 ISLAND LODGES","Y","TX","6","","","A","","CWS",NA,"SW","P","162","State","SWP","Y","N","N","54","Y","LEWIS, ANITA","BUCHANAN DAM","78609-0643","US","TX","N","","","","Not Reported","Llano","tx"
"TX1290021","NORTH KAUFMAN WSC","Y","TX","6","","","A","","CWS",NA,"SW","L","2418","State","SWP","Y","N","N","806","Y","ISBELL, DAVID","KAUFMAN","75142-0876","US","TX","Y","31-AUG-06","","","Not Reported","Kaufman","tx"
"TX1630029","CREEKWOOD RANCHES WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","483","State","GW","Y","N","N","161","Y","WRIGHT, DIANA, L","HONDO","78861-6270","US","TX","N","","","","Not Reported","Medina","tx"
"TX1012007","HARRIS COUNTY MUD 200 CRANBROOK","Y","TX","6","","","A","","CWS",NA,"SW","L","14697","State","SWP","Y","Y","N","6030","Y","WRIGHT, JAMES","HOUSTON","77056-3078","US","TX","N","","","","Not Reported","Harris","tx"
"TX1011901","NORTHWEST HARRIS COUNTY MUD 12","Y","TX","6","","","A","","CWS",NA,"GW","L","3372","State","GW","Y","N","N","1124","Y","SULLIVAN, MARY, JOAN","HOUSTON","77019-2191","US","TX","N","","","","Not Reported","Harris","tx"
"TX1460150","SOUTHERN OAKS WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","99","State","GW","Y","N","N","33","Y","SULLIVAN, STEVEN, CARL","SPLENDORA","77372-1076","US","TX","Y","15-SEP-10","","","Not Reported","Liberty","tx"
"TX1460158","SOUTHERN CROSSING WATER SYSTEM PHASE 2","Y","TX","6","","","A","","CWS",NA,"GW","P","705","State","GW","Y","N","N","235","Y","SULLIVAN, STEVEN, CARL","SPLENDORA","77372-1076","US","TX","N","","","","Not Reported","Liberty","tx"
"TX0500016","FLAT WSC","Y","TX","6","","","A","","CWS",NA,"SW","L","861","State","SWP","Y","N","N","212","Y","SUMMERS, EDDIE","GATESVILLE","76528-1457","US","TX","N","","","","Not Reported","Coryell","tx"
"TX0370015","ALTO RURAL WSC COLDSPRINGS PLANT","Y","TX","6","","","A","","CWS",NA,"GW","L","2067","State","GW","Y","N","N","689","Y","BLACK, TERRY","ALTO","75925-0616","US","TX","Y","15-SEP-10","","","Not Reported","Cherokee","tx"
"TX0370055","ALTO RURAL WSC CENTRAL HIGH PLANT","Y","TX","6","","","A","","CWS",NA,"GW","L","1287","State","GW","Y","N","N","429","Y","BLACK, TERRY","ALTO","75925-0616","US","TX","Y","15-SEP-10","","","Not Reported","Cherokee","tx"
"TX2490018","T L WATER JONES ACRES","Y","TX","6","","","A","","CWS",NA,"GW","P","120","State","GW","Y","N","N","40","Y","SOUIMANIPHANH, SENG PHET","KELLER","76244-1566","US","TX","Y","15-SEP-10","","","Not Reported","Wise","tx"
"TX1780002","CITY OF BISHOP","Y","TX","6","","","A","","CWS",NA,"SW","L","3305","State","SWP","Y","N","N","1334","Y","MILLER, TEM","BISHOP","78343-0356","US","TX","N","","","","Not Reported","Nueces","tx"
"TX0310005","LAGUNA MADRE WATER DISTRICT","Y","TX","6","","","A","","CWS",NA,"SW","L","19908","State","SW","Y","N","N","6636","Y","FRIEDMAN, SCOTT, D","PORT ISABEL","78578-2404","US","TX","N","","","","Not Reported","Cameron","tx"
"TX1130010","HOUSTON COUNTY WCID 1","Y","TX","6","","","A","","CWS",NA,"SW","L","48","State","SW","Y","Y","N","5936","Y","ROLLO, SONNY","CROCKETT","75835-1246","US","TX","N","","","","Not Reported","Houston","tx"
"TX1700840","MONTGOMERY COUNTY MUD 137","Y","TX","6","","","A","","CWS",NA,"GW","L","48","State","GW","Y","N","N","16","Y","WEMPE, ROBERT","HOUSTON","77027-7537","US","TX","","","","","Not Reported","Montgomery","tx"
"TX1011209","CHINQUAPIN PREPARATORY SCHOOL","Y","TX","6","","","A","","CWS",NA,"GW","L","148","State","GW","Y","N","Y","20","Y","HENRY, LAURA","HIGHLANDS","77562-3152","US","TX","N","","","","Not Reported","Harris","tx"
"TX1010120","CYPRESS FOREST WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","P","396","State","GW","Y","N","N","132","Y","SYMONS, RANDALL","HOUSTON","77070-4013","US","TX","N","","","","Not Reported","Harris","tx"
"TX0490017","MOSS LAKE WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","216","State","GW","Y","N","N","72","Y","WALTERSCHEID, GILES","GAINESVILLE","76241-0781","US","TX","Y","15-SEP-10","","","Not Reported","Cooke","tx"
"TX2390013","STARLITE MOBILE HOME PARK","Y","TX","6","","","A","","CWS",NA,"GW","P","189","State","GW","Y","N","N","63","Y","SMITH, RONAN, B","BRENHAM","77833-5949","US","TX","N","","","","Not Reported","Washington","tx"
"TX1010106","CITY OF BUNKER HILL VILLAGE","Y","TX","6","","","A","","CWS",NA,"SW","L","3999","State","SWP","Y","N","N","1333","Y","WILLIAMS, S, JAY","HOUSTON","77024-6231","US","TX","N","","","","Not Reported","Harris","tx"
"TX0350003","NAZARETH MUNICIPAL WATER SYSTEM","Y","TX","6","","","A","","CWS",NA,"GW","L","311","State","GW","Y","N","N","156","Y","DURBIN, MARLIN","NAZARETH","79063-0007","US","TX","N","","","","Not Reported","Castro","tx"
"TX2270172","HURST CREEK MUD","Y","TX","6","","","A","","CWS",NA,"SW","L","2550","State","SW","Y","N","N","1182","Y","SMITH, WILSON","THE HILLS","78738-1226","US","TX","N","","","","Not Reported","Travis","tx"
"TX0370027","NEW CONCORD WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","381","State","GW","Y","N","N","145","Y","KEE, RONALD GENE","TROUP","75789-8092","US","TX","Y","15-SEP-10","","","Not Reported","Cherokee","tx"
"TX1700176","MONTGOMERY COUNTY MUD 8","Y","TX","6","","","A","","CWS",NA,"GW","L","6015","State","GW","Y","N","N","2005","Y","TRYON, JOHN, F","HOUSTON","77019-7120","US","TX","N","","","","Not Reported","Montgomery","tx"
"TX1890018","SHAFTER MINE","Y","TX","6","","","A","","CWS",NA,"GW","P","73","State","GW","Y","N","N","14","Y","DROVER, KEVIN","MARFA","79843-6541","US","TX","","","","","Not Reported","Presidio","tx"
"TX1090069","TRES VIDAS SUBDIVISION","Y","TX","6","","","A","","CWS",NA,"GW","P","168","State","GW","Y","N","N","65","Y","HORRICE, SHIRLEY","HILLSBORO","76645-1263","US","TX","Y","15-SEP-10","","","Not Reported","Hill","tx"
"TX1010078","PITCAIRN WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","207","State","GW","Y","N","N","71","Y","GARDNER, JAMES, BRUCE","TOMBALL","77377-8401","US","TX","N","","","","Not Reported","Harris","tx"
"TX0720054","THOUSAND OAKS SUBDIVISION","Y","TX","6","","","A","","CWS",NA,"GW","P","36","State","GW","Y","N","N","12","Y","DRAGOO, JACK, ALLEN","CARLTON","76436-2309","US","TX","N","","","","Not Reported","Erath","tx"
"TX0260051","CENTRAL TEXAS REGIONAL WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","0","State","GW","Y","Y","N","724348","Y","LABATT, WEIR","SAN ANTONIO","78212-9051","US","TX","","","","","Not Reported","Burleson","tx"
"TX0140016","BELL COUNTY WCID 1","Y","TX","6","","","A","","CWS",NA,"SW","L","264","State","SW","Y","Y","N","97245","Y","JACOBS, ROBERT, M","KILLEEN","76543-4673","US","TX","N","","","","Not Reported","Bell","tx"
"TX2030034","NEW WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","1755","State","GW","Y","N","N","728","Y","STEPTOE, ALTON","SAN AUGUSTINE","75972-0800","US","TX","N","","","","Not Reported","San Augustine","tx"
"TX1290018","LAWRENCE WSC","Y","TX","6","","","A","","CWS",NA,"SW","L","1095","State","SWP","Y","N","N","365","Y","FURGUSON, LINDA","TERRELL","75160-0002","US","TX","Y","31-AUG-06","","","Not Reported","Kaufman","tx"
"TX0360112","LOWER NECHES VALLEY AUTHORITY","Y","TX","6","","","A","","CWS",NA,"SW","L","10","State","SW","Y","Y","N","4201","Y","TURK, JUANITA, J","BEAUMONT","77726-5117","US","TX","N","","","","Not Reported","Chambers","tx"
"TX0190021","RIVERBEND WATER RESOURCES DISTRICT","Y","TX","6","","","A","","CWS",NA,"SW","L","5343","State","SWP","Y","N","N","1781","Y","HUBBARD, SONJA, YATES","NEW BOSTON","75570-7248","US","TX","N","","","","Not Reported","Bowie","tx"
"TX1460099","WOODCREEK SUBDIVISION SEC II","Y","TX","6","","","A","","CWS",NA,"GW","P","120","State","GW","Y","N","N","40","Y","COSTLEY, PAM","DAYTON","77535-7352","US","TX","N","","","","Not Reported","Liberty","tx"
"TX1460094","WOODCREEK SUBDIVISION SEC I","Y","TX","6","","","A","","CWS",NA,"GW","P","48","State","GW","Y","N","N","16","Y","COSTLEY, PAM","DAYTON","77535-7352","US","TX","N","","","","Not Reported","Liberty","tx"
"TX0190002","CITY OF HOOKS","Y","TX","6","","","A","","CWS",NA,"SW","L","3654","State","SWP","Y","Y","N","1936","Y","COCHRAN, JIMMY","HOOKS","75561-0037","US","TX","N","","","","Not Reported","Bowie","tx"
"CO0147030","FAIRPLAY MHP","Y","CO","8","","","A","","CWS",NA,"GW","P","107","State","GW","Y","N","N","86","Y","BRANDS, BOB","PROSPER","75078","US","TX","N","","","","Not Reported","Park","co"
"TX0200754","BRAZORIA COUNTY MUD 40","Y","TX","6","","","A","","CWS",NA,"GW","L","153","State","GWP","Y","N","N","51","Y","SKINNER, ALICIA","HOUSTON","77027-7537","US","TX","","","","","Not Reported","Brazoria","tx"
"TX0780001","CITY OF CROWELL","Y","TX","6","","","A","","CWS",NA,"SW","L","948","State","SWP","Y","N","N","505","Y","ALLEN, RONNIE","CROWELL","79227-0250","US","TX","N","","","","Not Reported","Foard","tx"
"TX1010625","TATTOR ROAD MUD","Y","TX","6","","","A","","CWS",NA,"GW","L","5385","State","GW","Y","N","N","1795","Y","BLAND, FRANCES, I","HOUSTON","77019-2191","US","TX","N","","","","Not Reported","Harris","tx"
"TX1550006","CITY OF MOODY","Y","TX","6","","","A","","CWS",NA,"SW","L","1866","State","SWP","Y","N","N","622","Y","DOWELL, CHARLEEN","MOODY","76557-0068","US","TX","Y","15-SEP-10","","","Not Reported","McLennan","tx"
"TX0260012","CENTERLINE WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","84","State","GW","Y","N","N","28","Y","MCGRUDER, JAMES, A","SNOOK","77878-0486","US","TX","N","","","","Not Reported","Burleson","tx"
"TX0660017","CITY OF SAN DIEGO GLOSSBRENNER UNIT","Y","TX","6","","","A","","CWS",NA,"GW","L","545","State","GWP","Y","N","N","2","Y","LOPEZ, RUBEN, S","SAN DIEGO","78384-3204","US","TX","N","","","","Not Reported","Duval","tx"
"TX0660003","SAN DIEGO MUD 1","Y","TX","6","","","A","","CWS",NA,"GW","L","5913","State","GW","Y","N","N","1819","Y","LOPEZ, RUBEN, S","SAN DIEGO","78384-3204","US","TX","N","","","","Not Reported","Duval","tx"
"TX1011143","KLEIN PUD","Y","TX","6","","","A","","CWS",NA,"GW","L","3495","State","GW","Y","N","N","1165","Y","CORLESS, KEVIN","HOUSTON","77019-7120","US","TX","N","","","","Not Reported","Harris","tx"
"TX1011603","NORTHWEST HARRIS COUNTY MUD 16","Y","TX","6","","","A","","CWS",NA,"GW","L","2742","State","GW","Y","N","N","1087","Y","MILLSPAUGH, JOSEPH","HOUSTON","77019-7100","US","TX","N","","","","Not Reported","Harris","tx"
"TX2460162","LIBERTY GREENLINE","Y","TX","6","","","A","","CWS",NA,"GW","P","46","State","GW","Y","N","N","6","Y","MOORE, RAY","LIBERTY HILL","78642-0969","US","TX","N","","","","Not Reported","Williamson","tx"
"TX1750037","NORTH TOWN ACRES","Y","TX","6","","","A","","CWS",NA,"SW","P","612","State","SWP","Y","N","N","204","Y","RICHARDSON, SHAROLL","DAWSON","76639-3003","US","TX","Y","31-DEC-05","","","Not Reported","Navarro","tx"
"TX0720045","HORSEMANS RANCH WS","Y","TX","6","","","A","","CWS",NA,"GW","L","90","State","GW","Y","N","N","30","Y","LAHR, NICOLE","STEPHENVILLE","76401-7769","US","TX","N","","","","Not Reported","Erath","tx"
"TX1550061","CENTRAL BOSQUE WSC","Y","TX","6","","","A","","CWS",NA,"SW","L","879","State","SWP","Y","N","N","293","Y","LAWHN, MARK","MC GREGOR","76657-0344","US","TX","Y","15-SEP-10","","","Not Reported","McLennan","tx"
"TX1690009","NOCONA HILLS WSC","Y","TX","6","","","A","","CWS",NA,"GW","L","600","State","GW","Y","N","N","412","Y","BAILEY, PAT","NOCONA","76255-9262","US","TX","N","","","","Not Reported","Montague","tx"
"TX0290001","CITY OF POINT COMFORT","Y","TX","6","","","A","","CWS",NA,"SW","L","737","State","SW","Y","N","N","296","Y","MACHICEK, LESLIE","POINT COMFORT","77978-0497","US","TX","N","","","","Not Reported","Calhoun","tx"
